"Pop" "Latitude" "Longitude" "Origin" "year" "countryCode" "alt" "bio1" "bio10" "bio11" "bio12" "bio13" "bio14" "bio15" "bio16" "bio17" "bio18" "bio19" "bio2" "bio3" "bio4" "bio5" "bio6" "bio7" "bio8" "bio9"
"441720167" "441720167" 47.65417 -117.45556 "inv" 1992 "US" 793 148 238 69 467 60 6 46 167 35 35 147 118 37 6654 333 18 315 101 238
"441720169" "441720169" 48.76667 -121.13333 "inv" 1975 "US" 793 148 238 69 467 60 6 46 167 35 35 147 118 37 6654 333 18 315 101 238
"441720170" "441720170" 46.63333 -120.51667 "inv" 1992 "US" 793 148 238 69 467 60 6 46 167 35 35 147 118 37 6654 333 18 315 101 238
"441720217" "441720217" 48.76333 -119.40833 "inv" 2002 "US" 793 148 238 69 467 60 6 46 167 35 35 147 118 37 6654 333 18 315 101 238
"441720246" "441720246" 46.15833 -117.81028 "inv" 2004 "US" 793 148 238 69 467 60 6 46 167 35 35 147 118 37 6654 333 18 315 101 238
"441720814" "441720814" 47.58926 -120.20722 "inv" 1950 "US" 395 108 156 65 1494 257 5 76 742 44 58 704 112 53 3621 228 17 211 68 153
"441720817" "441720817" 43.66583 -118.59 "inv" 2003 "US" 615 144 225 72 1117 221 2 82 574 18 27 574 140 44 6100 325 12 313 72 223
"441720819" "441720819" 46.69211 -120.65398 "inv" 1990 "US" 1898 70 154 -5 643 113 11 67 303 42 42 303 151 45 6355 262 -70 332 -5 154
"441720876" "441720876" 48.60556 -120.20111 "inv" 2004 "US" 1898 70 154 -5 643 113 11 67 303 42 42 303 151 45 6355 262 -70 332 -5 154
"441720885" "441720885" 47.09847 -120.6983 "inv" 2006 "US" 1171 97 179 19 1032 196 5 77 522 33 33 522 181 49 6328 314 -51 365 19 179
"441720893" "441720893" 47.44978 -120.58787 "inv" 2006 "US" 1535 97 200 0 141 16 8 20 41 29 36 39 187 45 7776 325 -89 414 175 155
"441720897" "441720897" 47.59833 -122.335 "inv" 2007 "US" 118 166 251 84 644 123 2 78 320 20 20 320 144 43 6670 356 25 331 84 251
"441720901" "441720901" 48.47667 -123.03167 "inv" 2007 "US" 1635 95 180 25 1139 200 5 79 557 31 39 557 142 45 6273 281 -34 315 25 179
"441720909" "441720909" 48.09833 -117.27667 "inv" 2005 "US" 1489 62 140 -5 867 151 10 65 420 56 59 383 142 46 5827 247 -61 308 -1 139
"441720919" "441720919" 48.06667 -123.06167 "inv" 2005 "US" 2071 41 114 -14 1260 204 11 68 596 64 71 519 131 47 5263 210 -68 278 -7 111
"441720927" "441720927" 47.54833 -120.25333 "inv" 2005 "US" 118 166 251 84 644 123 2 78 320 20 20 320 144 43 6670 356 25 331 84 251
"441720931" "441720931" 45.71167 -121.655 "inv" 2005 "US" 1635 95 180 25 1139 200 5 79 557 31 39 557 142 45 6273 281 -34 315 25 179
"441720935" "441720935" 47.70333 -122.09167 "inv" 2000 "US" 1898 70 154 -5 643 113 11 67 303 42 42 303 151 45 6355 262 -70 332 -5 154
"441720937" "441720937" 46.23833 -119.05833 "inv" 2005 "US" 1898 70 154 -5 643 113 11 67 303 42 42 303 151 45 6355 262 -70 332 -5 154
"441720938" "441720938" 46.25667 -118.84667 "inv" 2005 "US" 464 107 159 62 1896 340 4 82 986 33 55 951 119 52 3847 243 16 227 67 156
"441720939" "441720939" 47.77167 -120.97167 "inv" 2005 "US" 1635 95 180 25 1139 200 5 79 557 31 39 557 142 45 6273 281 -34 315 25 179
"441986212" "441986212" 44.33333 28.33333 "nat" 1914 "RO" 1635 95 180 25 1139 200 5 79 557 31 39 557 142 45 6273 281 -34 315 25 179
"441987878" "441987878" 52.40333 13.04556 "nat" 1995 "DE" 1898 70 154 -5 643 113 11 67 303 42 42 303 151 45 6355 262 -70 332 -5 154
"442203473" "442203473" 44.18 -122.106 "inv" 2002 "US" 94 166 251 80 292 51 0 79 144 3 3 141 159 45 6760 366 19 347 97 251
"466086266" "466086266" 49.35 -120.06667 "inv" 1953 "CA" 1043 149 230 80 558 103 3 77 280 20 35 275 162 49 5992 338 10 328 86 228
"466086275" "466086275" 50 -119 "inv" 1952 "CA" 423 138 198 84 352 69 1 88 191 3 9 188 181 58 4532 310 1 309 91 196
"466086390" "466086390" 49.43333 -119.65 "inv" 1979 "CA" 1043 149 230 80 558 103 3 77 280 20 35 275 162 49 5992 338 10 328 86 228
"466086561" "466086561" 50.66667 -120.31667 "inv" 1971 "CA" 1043 149 230 80 558 103 3 77 280 20 35 275 162 49 5992 338 10 328 86 228
"466086563" "466086563" 49 -117 "inv" 1971 "CA" 1043 149 230 80 558 103 3 77 280 20 35 275 162 49 5992 338 10 328 86 228
"466086815" "466086815" 49.03333 -118.43333 "inv" 1940 "CA" 1043 149 230 80 558 103 3 77 280 20 35 275 162 49 5992 338 10 328 86 228
"466086952" "466086952" 50 -119 "inv" 1947 "CA" 80 101 171 27 810 75 54 10 221 178 211 199 83 35 5661 227 -8 235 68 63
"466087881" "466087881" 49.03333 -118.43333 "inv" 1951 "CA" 442 128 213 42 527 63 19 31 179 73 77 175 98 34 6695 284 -1 285 60 209
"466089618" "466089618" 50.23333 -121.56667 "inv" 1972 "CA" 193 94 146 47 1149 146 59 31 409 188 196 384 55 33 3962 183 20 163 56 129
"466089698" "466089698" 50 -119 "inv" 1947 "CA" 1448 58 157 -40 326 41 13 31 116 47 57 107 162 41 7615 279 -109 388 -32 152
"466089783" "466089783" 49.5 -119.58333 "inv" 1939 "CA" 1448 58 157 -40 326 41 13 31 116 47 57 107 162 41 7615 279 -109 388 -32 152
"466089846" "466089846" 49.03333 -118.43333 "inv" 1939 "CA" 1858 87 195 -14 434 66 12 47 178 43 164 43 170 41 8147 300 -107 407 170 -14
"466090243" "466090243" 49.51583 -119.57361 "inv" 1939 "CA" 1854 85 190 -12 439 66 13 42 169 48 150 48 166 42 7872 292 -102 394 165 -12
"466090938" "466090938" 49.81667 -119.48333 "inv" 1951 "CA" 1542 101 215 -5 381 65 12 50 160 38 133 38 156 38 8577 313 -90 403 189 -5
"466091087" "466091087" 50 -119 "inv" 1944 "CA" 3298 -7 93 -98 698 74 42 16 208 145 182 163 136 38 7537 181 -169 350 -27 3
"466092060" "466092060" 49.28333 -119.51667 "inv" 1968 "CA" 1532 95 208 -14 373 64 11 48 156 37 120 37 163 39 8611 311 -104 415 138 -14
"466092267" "466092267" 50.28333 -122.78333 "inv" 1981 "CA" 296 89 163 17 837 84 55 12 234 177 223 207 75 32 5736 218 -12 230 24 49
"466092680" "466092680" 49 -119 "inv" 1949 "CA" 236 94 170 19 808 77 55 9 222 178 208 201 80 33 5884 230 -9 239 55 55
"466092867" "466092867" 49.6 -114.43333 "inv" 1977 "CA" 236 94 170 19 808 77 55 9 222 178 208 201 80 33 5884 230 -9 239 55 55
"466092871" "466092871" 50 -121 "inv" 1952 "CA" 236 94 170 19 808 77 55 9 222 178 208 201 80 33 5884 230 -9 239 55 55
"466092873" "466092873" 50 -121 "inv" 1952 "CA" 259 129 206 55 642 85 18 32 223 91 91 177 92 35 5854 272 10 262 137 206
"466092875" "466092875" 50 -121 "inv" 1952 "CA" 194 98 190 4 629 76 35 25 216 116 216 118 96 32 7206 260 -37 297 190 18
"466092913" "466092913" 49 -121 "inv" 1977 "CA" 220 131 208 57 633 85 17 33 222 88 88 174 92 35 5870 274 12 262 139 208
"466092920" "466092920" 50.23333 -121.56667 "inv" 1952 "CA" 148 84 198 -37 1171 113 88 6 315 280 284 285 119 31 9069 274 -106 380 41 -25
"466094533" "466094533" 50 -121 "inv" 1952 "CA" 116 90 207 -33 1188 107 84 7 313 271 300 275 122 31 9228 286 -99 385 139 -20
"466094540" "466094540" 49.03333 -118.43333 "inv" 1952 "CA" 50 96 213 -27 1141 103 79 7 300 260 289 263 121 31 9239 293 -92 385 144 -15
"466095830" "466095830" 49 -119 "inv" 1950 "CA" 50 96 213 -27 1141 103 79 7 300 260 289 263 121 31 9239 293 -92 385 144 -15
"466096235" "466096235" 50.25 -119.25 "inv" 1975 "CA" 587 75 171 -20 824 163 12 78 457 55 55 420 135 38 7473 276 -72 348 -15 171
"466096674" "466096674" 49.8 -124.6 "inv" 1997 "CA" 174 114 224 4 169 29 5 45 73 22 24 65 131 35 8529 320 -50 370 10 216
"466097412" "466097412" 49 -118 "inv" 1951 "CA" 700 73 181 -39 351 44 16 28 122 56 72 116 130 34 8590 278 -100 378 -32 177
"466097551" "466097551" 49 -119 "inv" 1961 "CA" 545 90 192 -9 449 62 17 38 177 59 71 161 122 34 7868 294 -55 349 -4 187
"466097650" "466097650" 50.16667 -119.35 "inv" 1952 "CA" 1145 42 130 -45 1211 199 36 57 569 124 124 518 104 34 6882 212 -89 301 -38 130
"466097845" "466097845" 50 -119 "inv" 1958 "CA" 331 98 199 -2 208 33 6 46 91 25 30 84 143 39 7833 304 -60 364 2 193
"466099551" "466099551" 49 -119 "inv" 1960 "CA" 306 96 204 -16 304 38 16 24 101 56 69 95 128 34 8507 302 -70 372 -8 196
"466100292" "466100292" 50 -121 "inv" 1972 "CA" 1139 60 150 -26 717 98 18 44 289 77 88 268 133 39 6887 262 -76 338 -20 148
"466100480" "466100480" 50.71667 -121.31667 "inv" 1999 "CA" 942 61 166 -46 412 68 11 52 190 47 53 171 122 33 8299 265 -98 363 -39 163
"466100513" "466100513" 49 -119 "inv" 1976 "CA" 1448 58 157 -40 326 41 13 31 116 47 57 107 162 41 7615 279 -109 388 -32 152
"466101157" "466101157" 49.03333 -118.43333 "inv" 1950 "CA" 421 90 188 -8 256 42 6 53 118 27 32 109 141 39 7621 292 -64 356 -3 183
"466101159" "466101159" 49.03333 -118.43333 "inv" 1925 "CA" 1084 45 151 -65 475 76 21 45 206 71 77 190 130 34 8413 250 -124 374 -57 146
"466101163" "466101163" 49.03333 -118.43333 "inv" 1940 "CA" 511 82 180 -17 363 63 8 59 176 36 39 160 137 38 7690 282 -73 355 -12 176
"466101165" "466101165" 49.03333 -118.43333 "inv" 1939 "CA" 1043 52 148 -43 765 135 15 64 380 69 70 349 115 34 7481 240 -91 331 -37 146
"466101169" "466101169" 50.16667 -119.35 "inv" 1952 "CA" 3 110 174 51 945 149 20 58 434 85 85 393 86 38 4893 239 16 223 55 174
"466101437" "466101437" 50.23333 -121.56667 "inv" 1971 "CA" 67 97 149 48 580 85 19 49 254 70 70 227 78 41 4012 206 17 189 52 149
"466101439" "466101439" 50.23333 -121.56667 "inv" 1971 "CA" 741 74 178 -26 624 88 24 39 251 83 98 226 127 35 7957 284 -74 358 -20 171
"466101528" "466101528" 50.75 -120.56667 "inv" 1974 "CA" 67 97 154 42 583 88 18 46 247 72 72 226 89 41 4454 220 6 214 45 154
"466101787" "466101787" 50.8 -121.6 "inv" 1978 "CA" 221 107 216 -6 261 45 6 55 122 28 33 111 122 33 8606 310 -55 365 2 210
"466101860" "466101860" 50.28333 -121.75 "inv" 1949 "CA" 7 114 194 34 1124 198 11 70 565 63 63 531 112 39 6322 278 -9 287 40 194
"466101862" "466101862" 50.28333 -121.75 "inv" 1949 "CA" 34 107 171 48 1109 159 29 48 473 121 121 427 93 40 4843 240 10 230 52 171
"466102163" "466102163" 50.23333 -121.56667 "inv" 1952 "CA" 127 120 221 21 211 31 5 43 86 24 27 78 130 37 7748 320 -29 349 26 214
"466102521" "466102521" 49.5 -119.66667 "inv" 1965 "CA" 143 119 219 20 245 36 6 42 98 28 31 88 131 37 7717 319 -29 348 26 213
"466295704" "466295704" 49.51583 -119.57361 "inv" 1939 "CA" 832 59 147 -25 1365 248 23 70 704 98 98 649 114 37 6768 239 -69 308 -20 147
"466295706" "466295706" 49.5 -119.58333 "inv" 1939 "CA" 98 112 209 12 444 50 29 16 135 90 126 99 77 26 7698 262 -32 294 189 19
"466295708" "466295708" 49.5 -119.58333 "inv" 1939 "CA" 41 92 179 3 567 67 35 21 184 112 184 126 83 30 6887 239 -31 270 179 13
"466295711" "466295711" 49 -118 "inv" 1939 "CA" 472 97 177 21 1681 275 19 62 787 107 111 719 140 44 6129 290 -25 315 25 175
"474263712" "474263712" 60.17058 24.92524 "nat" 1947 "FI" 527 80 184 -29 310 34 17 23 96 57 88 87 119 32 8281 282 -81 363 -21 36
"474263714" "474263714" 65.0231 25.40523 "nat" 1948 "FI" 1436 26 125 -70 483 54 30 18 143 93 134 132 102 31 7672 211 -117 328 -64 -20
"474263835" "474263835" 65.0231 25.40523 "nat" 1948 "FI" 1185 43 145 -60 311 35 17 22 92 60 92 82 116 33 7966 237 -112 349 145 -2
"51792737" "51792737" 45.4102 -117.4286 "inv" 1971 "US" 365 85 195 -28 306 34 13 27 96 48 96 85 113 30 8616 283 -83 366 195 39
"51793008" "51793008" 45.3746 -117.3431 "inv" 1966 "US" 2043 3 99 -85 838 106 41 29 305 138 160 282 100 30 7372 190 -135 325 -79 98
"51793083" "51793083" 45.3533 -119.5567 "inv" 1960 "US" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
"51793095" "51793095" 45.4842 -120.73 "inv" 1960 "US" 1436 26 125 -70 483 54 30 18 143 93 134 132 102 31 7672 211 -117 328 -64 -20
"51793186" "51793186" 45.3573 -119.5526 "inv" 1967 "US" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
"51793190" "51793190" 45.3746 -117.3431 "inv" 1966 "US" 359 90 194 -16 485 75 21 48 215 66 68 193 99 29 8122 272 -59 331 -10 170
"51793231" "51793231" 45.4102 -117.4286 "inv" 1971 "US" 359 90 194 -16 485 75 21 48 215 66 68 193 99 29 8122 272 -59 331 -10 170
"51793352" "51793352" 44.469 -119.4808 "inv" 1991 "US" 1436 26 125 -70 483 54 30 18 143 93 134 132 102 31 7672 211 -117 328 -64 -20
"51793383" "51793383" 44.3912 -123.2906 "inv" 1992 "US" 390 88 191 -13 305 34 17 20 90 62 87 81 114 33 7883 283 -56 339 170 44
"51793388" "51793388" 45.6853 -121.3058 "inv" 1979 "US" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
"51793395" "51793395" 42.5663 -123.7517 "inv" 1994 "US" 442 86 189 -16 305 34 17 21 91 60 89 80 115 33 7932 282 -61 343 167 41
"51793429" "51793429" 44.1632 -121.1684 "inv" 1998 "US" 381 82 186 -23 343 37 20 19 101 66 99 89 120 34 8067 280 -71 351 165 38
"51793476" "51793476" 43.6658 -118.59 "inv" 2003 "US" 1436 26 125 -70 483 54 30 18 143 93 134 132 102 31 7672 211 -117 328 -64 -20
"51793477" "51793477" 43.6658 -118.59 "inv" 2003 "US" 327 94 198 -11 297 33 16 21 88 61 81 84 116 33 8106 291 -57 348 -3 92
"51793585" "51793585" 45.3247 -118.0867 "inv" 1937 "US" 894 49 141 -42 878 131 37 46 377 124 124 338 98 30 7221 225 -98 323 -36 141
"51793720" "51793720" 45.5947 -121.1775 "inv" 1948 "US" 1070 51 154 -52 373 42 23 21 110 77 103 98 123 34 8040 252 -105 357 92 6
"51793728" "51793728" 45.2344 -120.1839 "inv" 1948 "US" 1287 32 133 -71 648 78 41 18 198 145 175 161 132 34 8005 231 -150 381 73 93
"51793771" "51793771" 45.1667 -121.2503 "inv" 1949 "US" 901 55 155 -47 466 63 27 32 179 87 92 164 107 32 7823 237 -94 331 -39 54
"51793773" "51793773" 45.1667 -121.2503 "inv" 1949 "US" 901 55 155 -47 466 63 27 32 179 87 92 164 107 32 7823 237 -94 331 -39 54
"51793887" "51793887" 45.4167 -120.6667 "inv" 1955 "US" 901 55 155 -47 466 63 27 32 179 87 92 164 107 32 7823 237 -94 331 -39 54
"51793897" "51793897" 45.4842 -120.73 "inv" 1955 "US" 1548 21 111 -68 903 140 36 47 395 122 122 363 104 33 7040 193 -115 308 -61 111
"51793908" "51793908" 45.5947 -121.1775 "inv" 1956 "US" 359 90 194 -16 485 75 21 48 215 66 68 193 99 29 8122 272 -59 331 -10 170
"51794086" "51794086" 45.6758 -121.2686 "inv" 1944 "US" 901 55 155 -47 466 63 27 32 179 87 92 164 107 32 7823 237 -94 331 -39 54
"51794088" "51794088" 45.393 -121.1719 "inv" 1951 "US" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
"60069884" "60069884" 47.32 -116.65 "inv" 1949 "US" 1070 51 154 -52 373 42 23 21 110 77 103 98 123 34 8040 252 -105 357 92 6
"60070118" "60070118" 38.6 -109.34 "inv" 1976 "US" 502 70 175 -39 447 53 25 21 134 82 124 126 111 31 8293 265 -90 355 -29 25
"60070244" "60070244" 39.52 -119.81 "inv" 1976 "US" 3 106 175 44 1140 167 40 48 482 138 138 426 74 33 5174 233 12 221 50 175
"60070254" "60070254" 39.52 -119.81 "inv" 1977 "US" 1206 49 153 -52 674 85 35 28 238 113 139 220 107 30 8064 245 -101 346 -46 148
"60070295" "60070295" 41.9 -118.96 "inv" 1978 "US" 1070 51 154 -52 373 42 23 21 110 77 103 98 123 34 8040 252 -105 357 92 6
"60070453" "60070453" 41.56 -111.83 "inv" 1982 "US" 389 76 182 -33 412 46 23 20 119 76 116 112 116 32 8285 275 -83 358 -23 32
"60070560" "60070560" 41.91 -115.42 "inv" 1985 "US" 1436 26 125 -70 483 54 30 18 143 93 134 132 102 31 7672 211 -117 328 -64 -20
"60070772" "60070772" 34.21 -117.07 "inv" 1994 "US" 1070 51 154 -52 373 42 23 21 110 77 103 98 123 34 8040 252 -105 357 92 6
"60070830" "60070830" 38.91 -119.74 "inv" 2001 "US" 901 55 155 -47 466 63 27 32 179 87 92 164 107 32 7823 237 -94 331 -39 54
"60070850" "60070850" 43.66 -118.59 "inv" 2003 "US" 476 81 187 -28 315 40 15 27 110 51 80 101 107 30 8357 269 -81 350 -21 82
"60070892" "60070892" 38.38 -109.87 "inv" 2003 "US" 1070 51 154 -52 373 42 23 21 110 77 103 98 123 34 8040 252 -105 357 92 6
"60070894" "60070894" 38.52 -107.72 "inv" 2004 "US" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
"615431358" "615431358" 43.39161 5.33798 "nat" 2012 "FR" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
"616365424" "616365424" 51.24649 5.72506 "nat" 1911 "NL" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
"616365955" "616365955" 50.54 5.44 "nat" 1912 "NL" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
"616365983" "616365983" 50.87904 5.68989 "nat" 1912 "NL" 389 76 182 -33 412 46 23 20 119 76 116 112 116 32 8285 275 -83 358 -23 32
"617297299" "617297299" 39.02 -3.46 "nat" NA "ES" 359 90 194 -16 485 75 21 48 215 66 68 193 99 29 8122 272 -59 331 -10 170
"617297318" "617297318" 39.02 -3.46 "nat" NA "ES" 359 90 194 -16 485 75 21 48 215 66 68 193 99 29 8122 272 -59 331 -10 170
"618293663" "618293663" 38.93 -3.46 "nat" NA "ES" 611 72 179 -38 309 34 13 27 97 48 97 85 112 31 8406 266 -95 361 179 27
"618293974" "618293974" 39.02 -3.46 "nat" NA "ES" 892 57 158 -46 361 43 18 24 120 63 96 111 106 31 7981 239 -101 340 -40 13
"620619000" "620619000" 40.19195 44.51962 "nat" NA "AM" 499 81 182 -20 527 79 25 45 226 78 79 205 98 30 7863 260 -64 324 -15 159
"668748026" "668748026" 48.55556 -68.23056 "inv" 1978 "CA" 499 81 182 -20 527 79 25 45 226 78 79 205 98 30 7863 260 -64 324 -15 159
"668748027" "668748027" 48.55556 -68.23056 "inv" 1978 "CA" 359 90 194 -16 485 75 21 48 215 66 68 193 99 29 8122 272 -59 331 -10 170
"668748028" "668748028" 48.55556 -68.23056 "inv" 1978 "CA" 954 56 159 -49 297 33 16 22 89 57 89 78 117 33 8057 252 -100 352 159 11
"668748029" "668748029" 46.78889 -71.30306 "inv" 2002 "CA" 442 86 189 -16 305 34 17 21 91 60 89 80 115 33 7932 282 -61 343 167 41
"684151446" "684151446" 46.0275 4.68361 "nat" NA "FR" 390 88 191 -13 305 34 17 20 90 62 87 81 114 33 7883 283 -56 339 170 44
"684151447" "684151447" 45.57111 10.81278 "nat" 1897 "IT" 390 88 191 -13 305 34 17 20 90 62 87 81 114 33 7883 283 -56 339 170 44
"689546" "689546" 40.48333 22.85 "nat" 2000 "GR" 1206 49 153 -52 674 85 35 28 238 113 139 220 107 30 8064 245 -101 346 -46 148
"689571" "689571" 40.83333 23.85 "nat" 2000 "GR" 27 51 158 -48 649 78 33 31 221 103 197 134 64 21 8037 208 -87 295 145 -16
"695807122" "695807122" 52.46 13.42 "nat" NA "DE" 214 132 208 58 631 85 17 33 221 87 87 174 92 35 5859 275 13 262 139 208
"695807123" "695807123" 51.86 12.08 "nat" NA "DE" 31 97 167 26 774 74 50 11 216 162 216 184 76 34 5534 219 -4 223 167 56
"695807124" "695807124" 51.46 6.75 "nat" NA "DE" 251 89 159 18 937 87 65 9 253 205 253 236 76 33 5564 212 -13 225 159 49
"695807125" "695807125" 51.46 7.08 "nat" NA "DE" 44 99 169 29 786 75 52 11 223 165 223 184 77 34 5510 222 -3 225 169 58
"695807126" "695807126" 51.46 11.08 "nat" NA "DE" 639 147 238 65 423 51 5 41 147 38 38 124 125 38 6803 339 12 327 131 238
"695807127" "695807127" 51.46 11.75 "nat" NA "DE" 639 147 238 65 423 51 5 41 147 38 38 124 125 38 6803 339 12 327 131 238
"695807128" "695807128" 51.36 6.58 "nat" NA "DE" 660 147 238 65 431 52 5 43 150 37 37 128 125 38 6800 339 11 328 130 238
"695807129" "695807129" 51.36 12.25 "nat" NA "DE" 639 147 238 65 423 51 5 41 147 38 38 124 125 38 6803 339 12 327 131 238
"695807130" "695807130" 51.26 14.08 "nat" NA "DE" 1128 107 220 -18 336 59 16 42 138 54 75 60 122 31 9220 310 -78 388 152 217
"695807131" "695807131" 51.16 13.25 "nat" NA "DE" 106 24 146 -107 923 87 60 11 252 194 243 234 94 24 9746 216 -169 385 136 -52
"695807132" "695807132" 51.16 14.42 "nat" NA "DE" 106 24 146 -107 923 87 60 11 252 194 243 234 94 24 9746 216 -169 385 136 -52
"695807133" "695807133" 51.16 14.92 "nat" NA "DE" 106 24 146 -107 923 87 60 11 252 194 243 234 94 24 9746 216 -169 385 136 -52
"695807134" "695807134" 51.06 11.08 "nat" NA "DE" 20 48 181 -97 1107 117 71 18 337 215 337 261 99 23 10732 257 -159 416 181 -32
"695807135" "695807135" 51.06 13.75 "nat" NA "DE" 199 113 194 31 754 79 47 19 221 147 212 147 93 34 6320 263 -8 271 160 46
"695807136" "695807136" 50.86 6.58 "nat" NA "DE" 190 124 215 26 834 87 46 22 244 145 237 149 92 30 7312 283 -20 303 178 44
"695807137" "695807137" 50.86 11.42 "nat" NA "DE" 26 84 163 5 750 80 43 18 230 142 230 174 80 32 6197 222 -26 248 163 37
"695807138" "695807138" 50.76 6.08 "nat" NA "DE" 16 85 165 5 729 78 42 18 225 138 225 169 81 32 6271 225 -27 252 165 38
"695807139" "695807139" 50.76 12.42 "nat" NA "DE" 51 90 177 0 566 70 33 22 186 109 186 126 81 29 6931 238 -34 272 177 41
"695807140" "695807140" 49.46 8.42 "nat" NA "DE" 58 92 177 8 491 60 29 26 170 90 170 94 81 31 6609 235 -23 258 177 17
"695807141" "695807141" 49.46 11.08 "nat" NA "DE" 33 101 175 25 808 83 48 13 229 169 227 195 79 33 5841 231 -5 236 160 60
"695807142" "695807142" 49.26 10.58 "nat" NA "DE" 77 99 172 24 835 84 51 13 240 171 240 202 77 33 5795 227 -6 233 172 57
"695807143" "695807143" 49.06 8.25 "nat" NA "DE" 153 86 168 6 526 70 28 28 186 93 186 93 82 32 6349 227 -28 255 168 6
"695807144" "695807144" 49.06 8.42 "nat" NA "DE" 87 91 173 9 486 64 27 31 178 84 178 85 82 32 6440 233 -22 255 173 17
"695807145" "695807145" 48.86 9.25 "nat" NA "DE" 35 101 175 25 799 83 49 13 228 167 227 192 80 33 5857 231 -6 237 160 60
"695807146" "695807146" 48.76 9.25 "nat" NA "DE" 98 91 176 7 503 60 28 25 174 91 174 95 82 31 6609 235 -24 259 176 16
"695807147" "695807147" 48.66 9.92 "nat" NA "DE" 207 84 171 -4 616 77 34 25 214 112 214 122 76 28 6836 227 -36 263 171 5
"695807148" "695807148" 48.46 9.25 "nat" NA "DE" 213 85 170 -2 607 76 34 26 214 109 214 116 77 29 6747 227 -34 261 170 7
"695807149" "695807149" 48.16 11.58 "nat" NA "DE" 202 84 171 -6 594 73 32 27 208 105 208 115 78 29 6892 229 -38 267 171 4
"695807150" "695807150" 52.96 12.42 "nat" NA "DE" 215 84 170 -6 629 72 35 24 212 115 212 131 80 29 6874 229 -40 269 170 3
"695807151" "695807151" 52.66 13.42 "nat" NA "DE" 160 86 168 4 494 68 23 33 182 78 182 78 85 32 6409 229 -31 260 168 4
"695807152" "695807152" 52.56 13.25 "nat" NA "DE" 116 90 177 2 593 78 32 28 213 103 213 110 78 29 6822 234 -30 264 177 11
"695807153" "695807153" 52.56 13.42 "nat" NA "DE" 105 99 172 24 802 82 53 14 239 167 239 188 79 33 5789 227 -6 233 172 57
"695807154" "695807154" 52.56 13.75 "nat" NA "DE" 351 77 158 -3 620 81 32 26 216 118 216 118 82 31 6322 218 -39 257 158 4
"695807155" "695807155" 52.46 13.25 "nat" NA "DE" 182 98 169 26 865 85 58 11 249 188 249 202 74 33 5629 221 -2 223 169 55
"695807156" "695807156" 52.46 13.42 "nat" NA "DE" 308 80 164 -6 591 70 34 24 204 111 204 118 80 30 6656 223 -38 261 164 3
"695807157" "695807157" 52.16 13.42 "nat" NA "DE" 96 101 183 18 642 73 41 19 205 128 205 139 87 33 6449 246 -16 262 183 30
"695807158" "695807158" 52.06 14.08 "nat" NA "DE" 326 89 175 3 652 76 39 22 219 129 219 136 90 33 6699 239 -33 272 175 14
"695807159" "695807159" 51.86 11.25 "nat" NA "DE" 468 79 163 -8 725 87 45 22 244 144 244 153 85 32 6652 224 -41 265 163 5
"695807160" "695807160" 51.86 12.25 "nat" NA "DE" 102 104 187 19 695 80 43 19 216 138 216 149 88 32 6547 252 -15 267 187 32
"695807161" "695807161" 51.86 13.92 "nat" NA "DE" 121 104 187 19 722 83 45 18 224 145 224 157 88 32 6563 253 -15 268 187 32
"695807162" "695807162" 51.76 10.92 "nat" NA "DE" 214 96 175 12 655 86 37 29 230 113 230 119 88 33 6365 237 -24 261 175 25
"695807163" "695807163" 51.76 11.25 "nat" NA "DE" 228 93 172 9 661 88 36 30 235 111 235 118 88 33 6325 233 -27 260 172 23
"695807164" "695807164" 51.76 11.42 "nat" NA "DE" 661 72 153 -11 816 102 48 26 286 153 286 161 83 32 6415 213 -44 257 153 0
"695807165" "695807165" 51.76 11.58 "nat" NA "DE" 509 84 165 0 808 102 47 27 282 144 282 153 86 32 6449 228 -36 264 165 13
"695807166" "695807166" 51.76 11.75 "nat" NA "DE" 517 80 165 -10 923 123 49 34 351 156 351 159 89 32 6802 228 -50 278 165 3
"695807167" "695807167" 51.76 11.92 "nat" NA "DE" 40 87 171 3 557 65 31 22 185 104 185 119 76 30 6570 226 -27 253 171 36
"695807168" "695807168" 51.76 12.25 "nat" NA "DE" 53 89 175 -2 577 69 34 22 191 110 191 125 80 29 6891 235 -35 270 175 39
"695807169" "695807169" 51.66 6.58 "nat" NA "DE" 43 90 177 0 577 69 35 21 189 112 189 128 81 30 6889 237 -33 270 177 41
"695807170" "695807170" 51.66 12.25 "nat" NA "DE" 52 89 176 -1 575 70 34 22 190 110 190 126 80 29 6892 237 -34 271 176 40
