Origin	Pop	alt	Latitude	Longitude	PC1	CrossID	Rack	Pos	Barcode	Exp	Trt	CrossNum	Indiv	BoltedatH	ShootMass.g	HarvestDay	Mom	MomFam	MomIndiv	DadID	DadFam	DadIndiv	bolt.bin	Mass.log	PC2	PC3	time	m.date	lfl	lfw	lfc
US001-10-1.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-10	22	29	US001-10-1	ass map	control	10	1	n	3.2	86	20L	20	L	5L	5	L	0	1.16315080980568	-0.791461205001256	2.15936142059877	3	78	27.5	6.1	10
US001-2-1.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-2	19	25	US001-2-1	ass map	control	2	1	n	4.285	86	22N	22	N	23N	23	N	0	1.45512055204974	-0.791461205001256	2.15936142059877	3	78	22.7	5.5	21
US001-2-4.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-2	20	29	US001-2-4	ass map	control	2	4	n	3.713	86	22N	22	N	23N	23	N	0	1.31184017519494	-0.791461205001256	2.15936142059877	3	78	20.5	4.7	13
US001-3-1.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-3	15	1	US001-3-1	ass map	control	3	1	y	3.241	86	22M	22	M	22N	22	N	1	1.17588192415941	-0.791461205001256	2.15936142059877	3	78	20.5	4.3	55
US001-4-5.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-4	9	7	US001-4-5	mat fx	drought	4	5	NA	NA	NA	22M	22	M	23N	23	N	NA	NA	-0.791461205001256	2.15936142059877	3	78	NA	NA	NA
US001-4-7.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-4	16	27	US001-4-7	ass map	control	4	7	n	4.175	80	22M	22	M	23N	23	N	0	1.42911435830282	-0.791461205001256	2.15936142059877	3	78	27.1	6.5	32
US001-4-10.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-4	21	3	US001-4-10	ass map	control	4	10	n	4.321	86	22M	22	M	23N	23	N	0	1.4634868569498	-0.791461205001256	2.15936142059877	3	78	26.5	5.4	31
US001-4-4.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-4	19	9	US001-4-4	ass map	control	4	4	n	4.17	86	22M	22	M	23N	23	N	0	1.42791603581071	-0.791461205001256	2.15936142059877	3	78	23.1	6.1	19
US001-4-1.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-4	23	31	US001-4-1	ass map	control	4	1	n	3.336	85	22M	22	M	23N	23	N	0	1.2047724844965	-0.791461205001256	2.15936142059877	3	78	28.1	4.6	13
US001-5-1.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-5	21	36	US001-5-1	ass map	control	5	1	n	3.351	86	22M	22	M	20M	20	M	0	1.20925880875517	-0.791461205001256	2.15936142059877	3	78	33.7	5.5	12
US001-6-4.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-6	14	50	US001-6-4	ass map	control	6	4	n	3.541	84	23N	23	N	22N	22	N	0	1.26440917312977	-0.791461205001256	2.15936142059877	3	78	18	3.4	15
US001-6-2.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-6	21	1	US001-6-2	ass map	control	6	2	n	2.95	86	23N	23	N	22N	22	N	0	1.08180517035173	-0.791461205001256	2.15936142059877	3	78	28	4	12
US001-6-3.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-6	6	20	US001-6-3	mat fx	control	6	3	n	4.28	84	23N	23	N	22N	22	N	0	1.45395300959371	-0.791461205001256	2.15936142059877	3	78	31.6	6.4	19
US001-6-1.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-6	15	29	US001-6-1	ass map	control	6	1	n	3.654	86	23N	23	N	22N	22	N	0	1.29582245795581	-0.791461205001256	2.15936142059877	3	78	31	6	14
US001-7-10.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-7	21	25	US001-7-10	ass map	control	7	10	n	3.869	86	23N	23	N	23D	23	D	0	1.35299607571838	-0.791461205001256	2.15936142059877	3	78	33.2	5.2	19
US001-7-11.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-7	22	41	US001-7-11	ass map	control	7	11	n	3.258	86	23N	23	N	23D	23	D	0	1.18111351017985	-0.791461205001256	2.15936142059877	3	78	25.5	6.4	13
US001-7-9.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-7	9	3	US001-7-9	mat fx	drought	7	9	NA	NA	NA	23N	23	N	23D	23	D	NA	NA	-0.791461205001256	2.15936142059877	3	78	NA	NA	NA
US001-7-3.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-7	15	34	US001-7-3	ass map	control	7	3	n	4.414	86	23N	23	N	23D	23	D	0	1.48478130783454	-0.791461205001256	2.15936142059877	3	78	25	5.1	19
US001-7-4.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-7	7	23	US001-7-4	mat fx	control	7	4	n	3.756	86	23N	23	N	23D	23	D	0	1.32335456134602	-0.791461205001256	2.15936142059877	3	78	25.3	4.1	17
US001-9-7.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-9	6	43	US001-9-7	mat fx	control	9	7	n	3.704	84	23N	23	N	20L	20	L	0	1.30941331678393	-0.791461205001256	2.15936142059877	3	78	27.2	4.6	11
US001-9-2.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-9	18	35	US001-9-2	ass map	control	9	2	n	3.128	85	23N	23	N	20L	20	L	0	1.14039382268306	-0.791461205001256	2.15936142059877	3	78	24.4	5.1	18
US001-9-3.3	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-9	9	21	US001-9-3	mat fx	drought	9	3	NA	NA	NA	23N	23	N	20L	20	L	NA	NA	-0.791461205001256	2.15936142059877	3	78	NA	NA	NA
US002-1-1.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-1	23	9	US002-1-1	ass map	control	1	1	y	4.665	85	17L	17	L	24K	24	K	1	1.54008783429931	-0.290236992216614	0.587026120411016	3	78	20.5	4.3	55
US002-2-3.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-2	9	27	US002-2-3	mat fx	drought	2	3	NA	NA	NA	22K	22	K	24K	24	K	NA	NA	-0.290236992216614	0.587026120411016	3	78	NA	NA	NA
US002-2-2.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-2	20	23	US002-2-2	ass map	control	2	2	y	4.398	86	22K	22	K	24K	24	K	1	1.48114989213257	-0.290236992216614	0.587026120411016	3	78	21.5	5.1	23
US002-2-1.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-2	17	10	US002-2-1	ass map	control	2	1	y	3.297	85	22K	22	K	24K	24	K	1	1.19301296408959	-0.290236992216614	0.587026120411016	3	78	19.5	4.3	16
US002-3-21.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	6	38	US002-3-21	mat fx	control	3	21	n	3.458	84	22K	22	K	5K	5	K	0	1.2406903872611	-0.290236992216614	0.587026120411016	3	78	29.1	5.2	10
US002-3-4.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	13	18	US002-3-4	ass map	control	3	4	y	5.391	86	22K	22	K	5K	5	K	1	1.68473089646953	-0.290236992216614	0.587026120411016	3	78	28	5.5	20
US002-3-14.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	12	36	US002-3-14	ass map	control	3	14	n	3.77	84	22K	22	K	5K	5	K	0	1.32707500145992	-0.290236992216614	0.587026120411016	3	78	30.6	6.8	25
US002-3-23.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	7	14	US002-3-23	mat fx	control	3	23	n	3.701	86	22K	22	K	5K	5	K	0	1.30860305340402	-0.290236992216614	0.587026120411016	3	78	27	6.2	21
US002-3-5.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	19	27	US002-3-5	ass map	control	3	5	n	3.973	86	22K	22	K	5K	5	K	0	1.37952147683246	-0.290236992216614	0.587026120411016	3	78	27.6	8.4	14
US002-3-27.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	12	18	US002-3-27	ass map	control	3	27	n	3.425	84	22K	22	K	5K	5	K	0	1.23110147171419	-0.290236992216614	0.587026120411016	3	78	28.6	6.7	21
US002-3-20.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	22	49	US002-3-20	ass map	control	3	20	n	3.076	86	22K	22	K	5K	5	K	0	1.1236300516434	-0.290236992216614	0.587026120411016	3	78	24.8	5	9
US002-3-15.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	13	50	US002-3-15	ass map	control	3	15	n	2.624	86	22K	22	K	5K	5	K	0	0.964699871081843	-0.290236992216614	0.587026120411016	3	78	21.4	3.4	9
US002-3-7.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	21	18	US002-3-7	ass map	control	3	7	n	3.873	86	22K	22	K	5K	5	K	0	1.35402940053262	-0.290236992216614	0.587026120411016	3	78	28	6.5	15
US002-3-28.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	13	15	US002-3-28	ass map	control	3	28	y	3.078	86	22K	22	K	5K	5	K	1	1.12428003541669	-0.290236992216614	0.587026120411016	3	78	28.5	5.1	10
US002-3-24.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	6	36	US002-3-24	mat fx	control	3	24	n	5.017	84	22K	22	K	5K	5	K	0	1.61283214550212	-0.290236992216614	0.587026120411016	3	78	27.5	6.3	18
US002-3-16.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	23	47	US002-3-16	ass map	control	3	16	n	2.619	85	22K	22	K	5K	5	K	0	0.962792565525575	-0.290236992216614	0.587026120411016	3	78	19.6	5.6	9
US002-3-9.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	12	47	US002-3-9	ass map	control	3	9	n	2.876	84	22K	22	K	5K	5	K	0	1.0564004398588	-0.290236992216614	0.587026120411016	3	78	28.4	3.6	11
US002-3-8.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	22	27	US002-3-8	ass map	control	3	8	y	4.453	86	22K	22	K	5K	5	K	1	1.49357802633957	-0.290236992216614	0.587026120411016	3	78	34.2	8.4	14
US002-3-12.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	16	32	US002-3-12	ass map	control	3	12	n	3.041	80	22K	22	K	5K	5	K	0	1.11218640869523	-0.290236992216614	0.587026120411016	3	78	25.7	4.1	12
US002-3-13.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	17	38	US002-3-13	ass map	control	3	13	n	4.703	85	22K	22	K	5K	5	K	0	1.54820060296291	-0.290236992216614	0.587026120411016	3	78	26.2	7.1	19
US002-3-10.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	14	9	US002-3-10	ass map	control	3	10	n	3.249	84	22K	22	K	5K	5	K	0	1.17834725668696	-0.290236992216614	0.587026120411016	3	78	25.1	4.1	11
US002-3-11.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	21	38	US002-3-11	ass map	control	3	11	n	4.285	86	22K	22	K	5K	5	K	0	1.45512055204974	-0.290236992216614	0.587026120411016	3	78	32	5.2	17
US002-3-26.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	15	12	US002-3-26	ass map	control	3	26	n	3.356	86	22K	22	K	5K	5	K	0	1.21074978860496	-0.290236992216614	0.587026120411016	3	78	27.8	6.4	11
US002-3-17.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	19	23	US002-3-17	ass map	control	3	17	n	3.792	86	22K	22	K	5K	5	K	0	1.33289358439278	-0.290236992216614	0.587026120411016	3	78	28.8	6.3	11
US002-3-19.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	16	16	US002-3-19	ass map	control	3	19	n	3.132	80	22K	22	K	5K	5	K	0	1.14167177812856	-0.290236992216614	0.587026120411016	3	78	26.4	5.2	15
US002-3-1.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	15	15	US002-3-1	ass map	control	3	1	n	3.937	86	22K	22	K	5K	5	K	0	1.3704190119616	-0.290236992216614	0.587026120411016	3	78	28.8	6.4	17
US002-4-1.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-4	19	30	US002-4-1	ass map	control	4	1	y	4.874	86	22L	22	L	24K	24	K	1	1.58391495520301	-0.290236992216614	0.587026120411016	3	78	20.4	5.1	24
US002-5-6.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-5	13	27	US002-5-6	ass map	control	5	6	n	5.115	86	22L	22	L	1M	1	M	0	1.63217739940359	-0.290236992216614	0.587026120411016	3	78	26	6	24
US002-5-10.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-5	12	20	US002-5-10	ass map	control	5	10	n	3.851	84	22L	22	L	1M	1	M	0	1.34833285483277	-0.290236992216614	0.587026120411016	3	78	23.2	6.5	18
US002-5-4.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-5	9	5	US002-5-4	mat fx	drought	5	4	NA	NA	NA	22L	22	L	1M	1	M	NA	NA	-0.290236992216614	0.587026120411016	3	78	NA	NA	NA
US002-5-7.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-5	20	30	US002-5-7	ass map	control	5	7	n	3.963	86	22L	22	L	1M	1	M	0	1.3770013142083	-0.290236992216614	0.587026120411016	3	78	19.3	4.8	27
US002-5-11.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-5	17	12	US002-5-11	ass map	control	5	11	n	4.415	85	22L	22	L	1M	1	M	0	1.48500783405592	-0.290236992216614	0.587026120411016	3	78	19.9	4.3	25
US002-5-9.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-5	9	40	US002-5-9	mat fx	drought	5	9	NA	NA	NA	22L	22	L	1M	1	M	NA	NA	-0.290236992216614	0.587026120411016	3	78	NA	NA	NA
US002-5-3.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-5	6	49	US002-5-3	mat fx	control	5	3	n	NA	84	22L	22	L	1M	1	M	0	NA	-0.290236992216614	0.587026120411016	3	78	0	0	37
US002-5-1.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-5	16	15	US002-5-1	ass map	control	5	1	n	4.018	80	22L	22	L	1M	1	M	0	1.39078426639274	-0.290236992216614	0.587026120411016	3	78	23.5	4	19
US002-5-8.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-5	15	11	US002-5-8	ass map	control	5	8	n	4.072	86	22L	22	L	1M	1	M	0	1.40413427924822	-0.290236992216614	0.587026120411016	3	78	17.2	3.1	23
US002-6-2.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-6	7	40	US002-6-2	mat fx	control	6	2	y	4.126	86	24K	24	K	5K	5	K	1	1.41730841464906	-0.290236992216614	0.587026120411016	3	78	0	0	0
US002-6-4.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-6	6	16	US002-6-4	mat fx	control	6	4	n	5.091	84	24K	24	K	5K	5	K	0	1.6274742749202	-0.290236992216614	0.587026120411016	3	78	24.1	6.1	23
US002-6-5.3	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-6	14	21	US002-6-5	ass map	control	6	5	n	1.517	84	24K	24	K	5K	5	K	0	0.416734700366395	-0.290236992216614	0.587026120411016	3	78	23.2	4	15
US003-10-1.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-10	14	11	US003-10-1	ass map	control	10	1	n	3.594	84	28L	28	L	19K	19	K	0	1.27926578836137	-0.0900535661157952	1.97737141315338	3	78	22.3	5.3	21
US003-10-2.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-10	23	29	US003-10-2	ass map	control	10	2	n	2.817	85	28L	28	L	19K	19	K	0	1.03567248889424	-0.0900535661157952	1.97737141315338	3	78	22.7	5.5	21
US003-11-11.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	17	27	US003-11-11	ass map	control	11	11	n	4.472	85	28L	28	L	20K	20	K	0	1.4978357358528	-0.0900535661157952	1.97737141315338	3	78	30.3	7.2	20
US003-11-15.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	15	27	US003-11-15	ass map	control	11	15	n	4.045	86	28L	28	L	20K	20	K	0	1.39748155051045	-0.0900535661157952	1.97737141315338	3	78	27.1	5	19
US003-11-6.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	13	47	US003-11-6	ass map	control	11	6	y	3.097	86	28L	28	L	20K	20	K	1	1.13043390099107	-0.0900535661157952	1.97737141315338	3	78	34	5.4	12
US003-11-14.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	22	47	US003-11-14	ass map	control	11	14	n	2.867	86	28L	28	L	20K	20	K	0	1.05326618690123	-0.0900535661157952	1.97737141315338	3	78	24.8	6.1	12
US003-11-8.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	12	35	US003-11-8	ass map	control	11	8	y	6.166	84	28L	28	L	20K	20	K	1	1.81905032946396	-0.0900535661157952	1.97737141315338	3	78	20.7	7	13
US003-11-7.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	12	8	US003-11-7	ass map	control	11	7	n	3.628	84	28L	28	L	20K	20	K	0	1.28868153225289	-0.0900535661157952	1.97737141315338	3	78	29.3	5.9	17
US003-11-3.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	21	35	US003-11-3	ass map	control	11	3	n	2.36	86	28L	28	L	20K	20	K	0	0.858661619037519	-0.0900535661157952	1.97737141315338	3	78	25.5	4	15
US003-11-13.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	17	41	US003-11-13	ass map	control	11	13	n	3.841	85	28L	28	L	20K	20	K	0	1.34573274936377	-0.0900535661157952	1.97737141315338	3	78	16.5	4	30
US003-11-5.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	20	8	US003-11-5	ass map	control	11	5	n	3.371	86	28L	28	L	20K	20	K	0	1.21520943625192	-0.0900535661157952	1.97737141315338	3	78	20.4	6.7	25
US003-11-12.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	15	36	US003-11-12	ass map	control	11	12	n	3.582	86	28L	28	L	20K	20	K	0	1.27592130363852	-0.0900535661157952	1.97737141315338	3	78	25.5	3.6	26
US003-11-4.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	17	18	US003-11-4	ass map	control	11	4	n	4.138	85	28L	28	L	20K	20	K	0	1.42021257932335	-0.0900535661157952	1.97737141315338	3	78	28.9	7.1	20
US003-12-6.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-12	12	5	US003-12-6	ass map	control	12	6	n	2.692	84	28L	28	L	27N	27	N	0	0.990284411782481	-0.0900535661157952	1.97737141315338	3	78	19.5	4.3	26
US003-12-5.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-12	13	31	US003-12-5	ass map	control	12	5	n	3.152	86	28L	28	L	27N	27	N	0	1.14803717199563	-0.0900535661157952	1.97737141315338	3	78	18.7	6.3	39
US003-12-1.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-12	18	41	US003-12-1	ass map	control	12	1	n	3.132	85	28L	28	L	27N	27	N	0	1.14167177812856	-0.0900535661157952	1.97737141315338	3	78	18.1	5.2	17
US003-12-2.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-12	22	5	US003-12-2	ass map	control	12	2	n	4.211	86	28L	28	L	27N	27	N	0	1.43770014917979	-0.0900535661157952	1.97737141315338	3	78	21.9	5.2	24
US003-13-4.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-13	20	10	US003-13-4	ass map	control	13	4	n	2.324	86	28L	28	L	6K	6	K	0	0.843289838989665	-0.0900535661157952	1.97737141315338	3	78	21.3	5.6	22
US003-13-6.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-13	16	12	US003-13-6	ass map	control	13	6	n	2.566	80	28L	28	L	6K	6	K	0	0.942348266193445	-0.0900535661157952	1.97737141315338	3	78	21.3	7.1	18
US003-13-1.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-13	19	10	US003-13-1	ass map	control	13	1	n	2.489	86	28L	28	L	6K	6	K	0	0.911881023385455	-0.0900535661157952	1.97737141315338	3	78	20.2	4.7	12
US003-13-2.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-13	22	43	US003-13-2	ass map	control	13	2	y	4.422	86	28L	28	L	6K	6	K	1	1.48659208243525	-0.0900535661157952	1.97737141315338	3	78	16.3	5.8	1
US003-13-8.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-13	23	11	US003-13-8	ass map	control	13	8	n	2.648	85	28L	28	L	6K	6	K	0	0.973804638074762	-0.0900535661157952	1.97737141315338	3	78	20.5	4.7	13
US003-13-5.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-13	22	21	US003-13-5	ass map	control	13	5	n	3.235	86	28L	28	L	6K	6	K	0	1.17402892795286	-0.0900535661157952	1.97737141315338	3	78	25.8	5.2	13
US003-14-1.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-14	20	16	US003-14-1	ass map	control	14	1	n	4.062	86	28L	28	L	27M	27	M	0	1.40167546315819	-0.0900535661157952	1.97737141315338	3	78	26	5.2	19
US003-14-5.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-14	13	23	US003-14-5	ass map	control	14	5	n	4.096	86	28L	28	L	27M	27	M	0	1.41001088773721	-0.0900535661157952	1.97737141315338	3	78	27.5	5.6	34
US003-14-7.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-14	17	21	US003-14-7	ass map	control	14	7	n	3.342	85	28L	28	L	27M	27	M	0	1.2065694301732	-0.0900535661157952	1.97737141315338	3	78	22.5	5.1	19
US003-14-3.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-14	9	41	US003-14-3	mat fx	drought	14	3	NA	NA	NA	28L	28	L	27M	27	M	NA	NA	-0.0900535661157952	1.97737141315338	3	78	NA	NA	NA
US003-14-2.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-14	14	12	US003-14-2	ass map	control	14	2	n	2.472	84	28L	28	L	27M	27	M	0	0.905027539595444	-0.0900535661157952	1.97737141315338	3	78	29.5	6.7	15
US003-14-8.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-14	9	50	US003-14-8	mat fx	drought	14	8	NA	NA	NA	28L	28	L	27M	27	M	NA	NA	-0.0900535661157952	1.97737141315338	3	78	NA	NA	NA
US003-14-9.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-14	20	9	US003-14-9	ass map	control	14	9	n	2.944	86	28L	28	L	27M	27	M	0	1.07976920086663	-0.0900535661157952	1.97737141315338	3	78	25.6	5.2	28
US003-14-10.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-14	14	38	US003-14-10	ass map	control	14	10	n	5.02	84	28L	28	L	27M	27	M	0	1.61342993370364	-0.0900535661157952	1.97737141315338	3	78	28.1	5.8	21
US003-15-5.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-15	21	12	US003-15-5	ass map	control	15	5	y	6.572	86	19K	19	K	27N	27	N	1	1.88281820017502	-0.0900535661157952	1.97737141315338	3	78	18	4.8	15
US003-15-3.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-15	19	36	US003-15-3	ass map	control	15	3	n	3.826	86	19K	19	K	27N	27	N	0	1.34181987101806	-0.0900535661157952	1.97737141315338	3	78	24.6	3.8	32
US003-15-1.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-15	17	45	US003-15-1	ass map	control	15	1	y	5.64	85	19K	19	K	27N	27	N	1	1.72988406550997	-0.0900535661157952	1.97737141315338	3	78	17.3	4.3	24
US003-15-4.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-15	22	34	US003-15-4	ass map	control	15	4	y	8.305	86	19K	19	K	27N	27	N	1	2.11685774306526	-0.0900535661157952	1.97737141315338	3	78	0	0	0
US003-16-5.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-16	12	45	US003-16-5	ass map	control	16	5	y	3.936	84	19K	19	K	20K	20	K	1	1.37016497919001	-0.0900535661157952	1.97737141315338	3	78	17.2	3.6	8
US003-16-7.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-16	16	11	US003-16-7	ass map	control	16	7	y	3.817	80	19K	19	K	20K	20	K	1	1.33946477376309	-0.0900535661157952	1.97737141315338	3	78	25.1	6.5	13
US003-16-11.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-16	7	5	US003-16-11	mat fx	control	16	11	n	3.445	86	19K	19	K	20K	20	K	0	1.23692390446562	-0.0900535661157952	1.97737141315338	3	78	NA	NA	NA
US003-16-8.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-16	19	35	US003-16-8	ass map	control	16	8	n	4.507	86	19K	19	K	20K	20	K	0	1.50563174370851	-0.0900535661157952	1.97737141315338	3	78	26.2	6.5	30
US003-16-13.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-16	19	18	US003-16-13	ass map	control	16	13	y	6.832	86	19K	19	K	20K	20	K	1	1.92161745648627	-0.0900535661157952	1.97737141315338	3	78	17.5	4.2	1
US003-16-12.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-16	13	11	US003-16-12	ass map	control	16	12	n	3.293	86	19K	19	K	20K	20	K	0	1.19179900339423	-0.0900535661157952	1.97737141315338	3	78	23.5	3.7	18
US003-16-6.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-16	19	34	US003-16-6	ass map	control	16	6	n	3.417	86	19K	19	K	20K	20	K	0	1.22876297313315	-0.0900535661157952	1.97737141315338	3	78	30	8.7	14
US003-16-1.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-16	18	27	US003-16-1	ass map	control	16	1	n	6.136	85	19K	19	K	20K	20	K	0	1.81417306406496	-0.0900535661157952	1.97737141315338	3	78	NA	NA	NA
US003-17-1.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-17	23	15	US003-17-1	ass map	control	17	1	y	4.124	85	19K	19	K	28L	28	L	1	1.41682356615471	-0.0900535661157952	1.97737141315338	3	78	20.9	5.3	14
US003-17-3.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-17	18	7	US003-17-3	ass map	control	17	3	n	3.08	85	19K	19	K	28L	28	L	0	1.12492959698548	-0.0900535661157952	1.97737141315338	3	78	19.2	5.1	18
US003-18-1.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-18	14	35	US003-18-1	ass map	control	18	1	n	3.524	84	19K	19	K	27M	27	M	0	1.25959670807393	-0.0900535661157952	1.97737141315338	3	78	26.3	7.1	20
US003-2-1.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-2	7	32	US003-2-1	mat fx	control	2	1	n	3.215	86	6K	6	K	20K	20	K	0	1.16782735768958	-0.0900535661157952	1.97737141315338	3	78	25	4.1	18
US003-2-2.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-2	22	14	US003-2-2	ass map	control	2	2	n	5.178	86	6K	6	K	20K	20	K	0	1.64441888132935	-0.0900535661157952	1.97737141315338	3	78	25.6	6.5	36
