Origin	Pop	alt	Latitude	Longitude	PC1	CrossID	Rack	Pos	Barcode	Exp	Trt	CrossNum	Indiv	BoltedatH	ShootMass.g	HarvestDay	Mom	MomFam	MomIndiv	DadID	DadFam	DadIndiv	bolt.bin	Mass.log	PC2	PC3	time	m.date	lfl	lfw	lfc
CA001-4-11.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	12	31	CA001-4-11	ass map	control	4	11	n	3.667	84	3O	3	O	2N	2	N	0	1.29937388908919	-5.95971149091243	1.21481333797062	1	0	16.6	2.5	20
CA001-4-8.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	18	50	CA001-4-8	ass map	control	4	8	n	4.274	85	3O	3	O	2N	2	N	0	1.45255015689696	-5.95971149091243	1.21481333797062	1	0	18.5	4.7	12
CA001-4-1.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	18	38	CA001-4-1	ass map	control	4	1	n	3.85	85	3O	3	O	2N	2	N	0	1.34807314829969	-5.95971149091243	1.21481333797062	1	0	17.6	2.7	28
CA001-4-4.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	16	14	CA001-4-4	ass map	control	4	4	n	3.307	80	3O	3	O	2N	2	N	0	1.19604143399966	-5.95971149091243	1.21481333797062	1	0	18.8	4.3	12
CA001-4-10.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	13	34	CA001-4-10	ass map	control	4	10	n	3.849	86	3O	3	O	2N	2	N	0	1.34781337430161	-5.95971149091243	1.21481333797062	1	0	18.2	3.8	12
CA001-4-7.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	13	14	CA001-4-7	ass map	control	4	7	n	3.024	86	3O	3	O	2N	2	N	0	1.10658045831729	-5.95971149091243	1.21481333797062	1	0	18.3	4.7	10
CA001-4-9.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	12	40	CA001-4-9	ass map	control	4	9	n	3.892	84	3O	3	O	2N	2	N	0	1.35892316432376	-5.95971149091243	1.21481333797062	1	0	19.4	4.9	12
CA001-4-5.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	12	11	CA001-4-5	ass map	control	4	5	n	3.066	84	3O	3	O	2N	2	N	0	1.12037378044962	-5.95971149091243	1.21481333797062	1	0	13.5	3.5	21
CA001-4-2.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	21	20	CA001-4-2	ass map	control	4	2	n	4.844	86	3O	3	O	2N	2	N	0	1.57774082569085	-5.95971149091243	1.21481333797062	1	0	17.4	4.2	14
CA001-4-12.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	12	14	CA001-4-12	ass map	control	4	12	n	5.197	84	3O	3	O	2N	2	N	0	1.6480815360263	-5.95971149091243	1.21481333797062	1	0	12	2.8	35
CA001-4-6.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-4	14	18	CA001-4-6	ass map	control	4	6	y	4.771	84	3O	3	O	2N	2	N	1	1.56255592653397	-5.95971149091243	1.21481333797062	1	0	14.8	3.9	17
CA001-5-2.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	21	23	CA001-5-2	ass map	control	5	2	n	4.804	86	3O	3	O	3N	3	N	0	1.56944890421774	-5.95971149091243	1.21481333797062	1	0	20.9	5.7	10
CA001-5-22.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	17	5	CA001-5-22	ass map	control	5	22	n	3.259	85	3O	3	O	3N	3	N	0	1.18142039985542	-5.95971149091243	1.21481333797062	1	0	17.9	5	15
CA001-5-8.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	14	31	CA001-5-8	ass map	control	5	8	n	4.562	84	3O	3	O	3N	3	N	0	1.5177611238622	-5.95971149091243	1.21481333797062	1	0	15.8	5	12
CA001-5-6.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	23	23	CA001-5-6	ass map	control	5	6	n	3.54	85	3O	3	O	3N	3	N	0	1.26412672714568	-5.95971149091243	1.21481333797062	1	0	16	4.1	24
CA001-5-24.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	23	45	CA001-5-24	ass map	control	5	24	n	2.979	85	3O	3	O	3N	3	N	0	1.09158767373115	-5.95971149091243	1.21481333797062	1	0	15	4.5	10
CA001-5-10.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	17	40	CA001-5-10	ass map	control	5	10	n	4.276	85	3O	3	O	3N	3	N	0	1.4530179931628	-5.95971149091243	1.21481333797062	1	0	14.7	3.9	14
CA001-5-14.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	14	25	CA001-5-14	ass map	control	5	14	n	4.38	84	3O	3	O	3N	3	N	0	1.47704872438835	-5.95971149091243	1.21481333797062	1	0	12.8	3.2	20
CA001-5-5.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	20	31	CA001-5-5	ass map	control	5	5	n	4.996	86	3O	3	O	3N	3	N	0	1.60863759226333	-5.95971149091243	1.21481333797062	1	0	16.6	4	18
CA001-5-21.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	18	36	CA001-5-21	ass map	control	5	21	n	4.772	85	3O	3	O	3N	3	N	0	1.56276550423567	-5.95971149091243	1.21481333797062	1	0	18.3	5.2	20
CA001-5-13.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	23	43	CA001-5-13	ass map	control	5	13	n	3.417	85	3O	3	O	3N	3	N	0	1.22876297313315	-5.95971149091243	1.21481333797062	1	0	13.8	3.1	11
CA001-5-3.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	18	32	CA001-5-3	ass map	control	5	3	n	4.535	85	3O	3	O	3N	3	N	0	1.5118250835671	-5.95971149091243	1.21481333797062	1	0	16.4	4.4	10
CA001-5-15.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	19	43	CA001-5-15	ass map	control	5	15	n	3.993	86	3O	3	O	3N	3	N	0	1.38454282808108	-5.95971149091243	1.21481333797062	1	0	16	3.7	21
CA001-5-4.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	22	50	CA001-5-4	ass map	control	5	4	n	3.638	86	3O	3	O	3N	3	N	0	1.29143408009593	-5.95971149091243	1.21481333797062	1	0	15	2.8	16
CA001-5-12.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	20	34	CA001-5-12	ass map	control	5	12	y	5.308	86	3O	3	O	3N	3	N	1	1.66921511646996	-5.95971149091243	1.21481333797062	1	0	15.4	4	15
CA001-5-11.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	18	16	CA001-5-11	ass map	control	5	11	n	5.681	85	3O	3	O	3N	3	N	0	1.73712727357499	-5.95971149091243	1.21481333797062	1	0	15.7	4.3	13
CA001-5-19.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	19	11	CA001-5-19	ass map	control	5	19	n	3.932	86	3O	3	O	3N	3	N	0	1.36914820228492	-5.95971149091243	1.21481333797062	1	0	15.1	4.3	14
CA001-5-18.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	22	9	CA001-5-18	ass map	control	5	18	n	3.973	86	3O	3	O	3N	3	N	0	1.37952147683246	-5.95971149091243	1.21481333797062	1	0	17.6	5.5	11
CA001-5-9.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	23	30	CA001-5-9	ass map	control	5	9	n	3.667	85	3O	3	O	3N	3	N	0	1.29937388908919	-5.95971149091243	1.21481333797062	1	0	14.9	3.4	10
CA001-5-7.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	21	16	CA001-5-7	ass map	control	5	7	y	5.071	86	3O	3	O	3N	3	N	1	1.62353803681288	-5.95971149091243	1.21481333797062	1	0	13.2	3.2	10
CA001-5-23.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-5	15	14	CA001-5-23	ass map	control	5	23	n	4.73	86	3O	3	O	3N	3	N	0	1.55392520250384	-5.95971149091243	1.21481333797062	1	0	15.8	3.7	13
CA001-7-10.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-7	17	15	CA001-7-10	ass map	control	7	10	n	4.123	85	2M	2	M	3N	3	N	0	1.41658105372476	-5.95971149091243	1.21481333797062	1	0	21.8	5.5	11
CA001-7-6.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-7	21	9	CA001-7-6	ass map	control	7	6	n	4.004	86	2M	2	M	3N	3	N	0	1.38729386145297	-5.95971149091243	1.21481333797062	1	0	17.8	4.9	10
CA001-7-2.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-7	15	9	CA001-7-2	ass map	control	7	2	n	4.895	86	2M	2	M	3N	3	N	0	1.58821427598247	-5.95971149091243	1.21481333797062	1	0	20.5	5.1	18
CA001-7-3.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-7	18	49	CA001-7-3	ass map	control	7	3	y	3.826	85	2M	2	M	3N	3	N	1	1.34181987101806	-5.95971149091243	1.21481333797062	1	0	21.7	4.6	12
CA001-7-4.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-7	20	25	CA001-7-4	ass map	control	7	4	n	5.129	86	2M	2	M	3N	3	N	0	1.63491070840713	-5.95971149091243	1.21481333797062	1	0	17.8	4.2	14
CA001-7-7.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-7	20	41	CA001-7-7	ass map	control	7	7	n	2.392	86	2M	2	M	3N	3	N	0	0.872129836088385	-5.95971149091243	1.21481333797062	1	0	15.5	3.6	11
CA001-7-9.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-7	21	34	CA001-7-9	ass map	control	7	9	n	3.791	86	2M	2	M	3N	3	N	0	1.3326298365342	-5.95971149091243	1.21481333797062	1	0	20.5	5.6	11
CA001-7-1.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-7	14	3	CA001-7-1	ass map	control	7	1	n	4.117	84	2M	2	M	3N	3	N	0	1.41512474278777	-5.95971149091243	1.21481333797062	1	0	21.5	5.1	12
CA001-8-24.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	7	12	CA001-8-24	mat fx	control	8	24	n	4.371	86	2M	2	M	3O	3	O	0	1.47499181588118	-5.95971149091243	1.21481333797062	1	0	16.2	3.6	13
CA001-8-7.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	22	45	CA001-8-7	ass map	control	8	7	n	3.244	86	2M	2	M	3O	3	O	0	1.17680713625317	-5.95971149091243	1.21481333797062	1	0	16.6	4.6	15
CA001-8-14.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	13	36	CA001-8-14	ass map	control	8	14	n	3.869	86	2M	2	M	3O	3	O	0	1.35299607571838	-5.95971149091243	1.21481333797062	1	0	17.7	4.6	14
CA001-8-21.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	15	7	CA001-8-21	ass map	control	8	21	n	4.868	86	2M	2	M	3O	3	O	0	1.58268317512528	-5.95971149091243	1.21481333797062	1	0	18.6	3.8	9
CA001-8-23.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	19	1	CA001-8-23	ass map	control	8	23	n	3.285	86	2M	2	M	3O	3	O	0	1.18936665193657	-5.95971149091243	1.21481333797062	1	0	18.8	5.3	10
CA001-8-5.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	22	20	CA001-8-5	ass map	control	8	5	y	4.375	86	2M	2	M	3O	3	O	1	1.47590651980958	-5.95971149091243	1.21481333797062	1	0	19.6	5.3	13
CA001-8-25.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	23	18	CA001-8-25	ass map	control	8	25	n	3.724	85	2M	2	M	3O	3	O	0	1.31479835941482	-5.95971149091243	1.21481333797062	1	0	10	3.1	9
CA001-8-6.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	9	25	CA001-8-6	mat fx	drought	8	6	NA	NA	NA	2M	2	M	3O	3	O	NA	NA	-5.95971149091243	1.21481333797062	1	0	18.2	5.2	12
CA001-8-17.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	19	29	CA001-8-17	ass map	control	8	17	n	4.107	86	2M	2	M	3O	3	O	0	1.41269283497442	-5.95971149091243	1.21481333797062	1	0	18.1	4.2	13
CA001-8-3.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	22	1	CA001-8-3	ass map	control	8	3	n	3.231	86	2M	2	M	3O	3	O	0	1.17279168684236	-5.95971149091243	1.21481333797062	1	0	20	4.8	12
CA001-8-13.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	16	30	CA001-8-13	ass map	control	8	13	n	3.071	80	2M	2	M	3O	3	O	0	1.12200324145869	-5.95971149091243	1.21481333797062	1	0	18.1	5.3	15
CA001-8-9.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	23	8	CA001-8-9	ass map	control	8	9	y	4.379	85	2M	2	M	3O	3	O	1	1.47682038781926	-5.95971149091243	1.21481333797062	1	0	16.1	4	18
CA001-8-18.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	14	20	CA001-8-18	ass map	control	8	18	n	3.211	84	2M	2	M	3O	3	O	0	1.16658241510738	-5.95971149091243	1.21481333797062	1	0	17.3	4.3	11
CA001-8-2.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	23	25	CA001-8-2	ass map	control	8	2	n	3.478	85	2M	2	M	3O	3	O	0	1.24645741593209	-5.95971149091243	1.21481333797062	1	0	19.6	5.2	11
CA001-8-16.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	12	12	CA001-8-16	ass map	control	8	16	n	4.812	84	2M	2	M	3O	3	O	0	1.57111279811243	-5.95971149091243	1.21481333797062	1	0	18.2	4.5	15
CA001-8-15.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	20	50	CA001-8-15	ass map	control	8	15	n	2.932	86	2M	2	M	3O	3	O	0	1.07568478402441	-5.95971149091243	1.21481333797062	1	0	18.5	5.5	12
CA001-8-20.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	15	50	CA001-8-20	ass map	control	8	20	n	3.905	86	2M	2	M	3O	3	O	0	1.36225778329165	-5.95971149091243	1.21481333797062	1	0	19.1	4.9	14
CA001-8-22.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	19	40	CA001-8-22	ass map	control	8	22	n	3.385	86	2M	2	M	3O	3	O	0	1.21935390636424	-5.95971149091243	1.21481333797062	1	0	19.1	5.5	9
CA001-8-1.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	12	29	CA001-8-1	ass map	control	8	1	n	5.836	84	2M	2	M	3O	3	O	0	1.76404563066054	-5.95971149091243	1.21481333797062	1	0	19.8	5.5	16
CA001-8-4.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	13	49	CA001-8-4	ass map	control	8	4	n	2.228	86	2M	2	M	3O	3	O	0	0.801104322065038	-5.95971149091243	1.21481333797062	1	0	19.1	4.8	16
CA001-8-8.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	12	3	CA001-8-8	ass map	control	8	8	n	3.529	84	2M	2	M	3O	3	O	0	1.26101454469313	-5.95971149091243	1.21481333797062	1	0	18.2	5.6	12
CA001-8-12.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-8	23	1	CA001-8-12	ass map	control	8	12	n	3.185	85	2M	2	M	3O	3	O	0	1.15845228902413	-5.95971149091243	1.21481333797062	1	0	19.1	4.3	14
CA001-9-17.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	23	49	CA001-9-17	ass map	control	9	17	n	2.917	85	2M	2	M	4L	4	L	0	1.07055569088558	-5.95971149091243	1.21481333797062	1	0	15.3	4.6	12
CA001-9-10.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	22	25	CA001-9-10	ass map	control	9	10	n	4.452	86	2M	2	M	4L	4	L	0	1.4933534334133	-5.95971149091243	1.21481333797062	1	0	15.6	4.3	14
CA001-9-6.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	15	21	CA001-9-6	ass map	control	9	6	n	3.583	86	2M	2	M	4L	4	L	0	1.27620043832282	-5.95971149091243	1.21481333797062	1	0	15.1	3.5	11
CA001-9-27.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	17	1	CA001-9-27	ass map	control	9	27	n	3.69	85	2M	2	M	4L	4	L	0	1.30562645805244	-5.95971149091243	1.21481333797062	1	0	16.7	14.2	13
CA001-9-13.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	23	34	CA001-9-13	ass map	control	9	13	n	3.325	85	2M	2	M	4L	4	L	0	1.20146967410782	-5.95971149091243	1.21481333797062	1	0	17.8	4.7	10
CA001-9-16.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	14	40	CA001-9-16	ass map	control	9	16	n	2.689	84	2M	2	M	4L	4	L	0	0.989169377286728	-5.95971149091243	1.21481333797062	1	0	18.9	4.6	8
CA001-9-12.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	21	40	CA001-9-12	ass map	control	9	12	n	4.169	86	2M	2	M	4L	4	L	0	1.42767619889866	-5.95971149091243	1.21481333797062	1	0	18.6	4.6	14
CA001-9-3.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	17	23	CA001-9-3	ass map	control	9	3	n	4.433	85	2M	2	M	4L	4	L	0	1.48907655576292	-5.95971149091243	1.21481333797062	1	0	17.4	5.1	11
CA001-9-14.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	13	41	CA001-9-14	ass map	control	9	14	n	3.207	86	2M	2	M	4L	4	L	0	1.16533592071102	-5.95971149091243	1.21481333797062	1	0	17	4.2	13
CA001-9-11.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	18	5	CA001-9-11	ass map	control	9	11	n	3.717	85	2M	2	M	4L	4	L	0	1.31291689131512	-5.95971149091243	1.21481333797062	1	0	17.4	3.9	12
CA001-9-24.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	16	31	CA001-9-24	ass map	control	9	24	n	3.14	80	2M	2	M	4L	4	L	0	1.14422279992016	-5.95971149091243	1.21481333797062	1	0	19.2	4.3	11
CA001-9-9.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	21	15	CA001-9-9	ass map	control	9	9	n	3.064	86	2M	2	M	4L	4	L	0	1.11972125187834	-5.95971149091243	1.21481333797062	1	0	14.6	3.5	12
CA001-9-1.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	13	7	CA001-9-1	ass map	control	9	1	n	3.59	86	2M	2	M	4L	4	L	0	1.27815220250019	-5.95971149091243	1.21481333797062	1	0	14.9	4.6	12
CA001-9-31.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	6	7	CA001-9-31	mat fx	control	9	31	n	4.276	84	2M	2	M	4L	4	L	0	1.4530179931628	-5.95971149091243	1.21481333797062	1	0	18.3	4.2	11
CA001-9-5.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	7	18	CA001-9-5	mat fx	control	9	5	n	4.041	86	2M	2	M	4L	4	L	0	1.39649218609634	-5.95971149091243	1.21481333797062	1	0	14.7	3.6	12
CA001-9-30.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	18	43	CA001-9-30	ass map	control	9	30	n	3.251	85	2M	2	M	4L	4	L	0	1.17896264132177	-5.95971149091243	1.21481333797062	1	0	19	4.7	12
CA001-9-23.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	14	23	CA001-9-23	ass map	control	9	23	n	4.47	84	2M	2	M	4L	4	L	0	1.49738840862548	-5.95971149091243	1.21481333797062	1	0	16.7	4.1	15
CA001-9-25.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	20	35	CA001-9-25	ass map	control	9	25	n	3.345	86	2M	2	M	4L	4	L	0	1.20746669358019	-5.95971149091243	1.21481333797062	1	0	11.8	3.7	13
CA001-9-18.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	12	16	CA001-9-18	ass map	control	9	18	n	3.254	84	2M	2	M	4L	4	L	0	1.17988500879685	-5.95971149091243	1.21481333797062	1	0	23	5.7	10
CA001-9-19.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	19	32	CA001-9-19	ass map	control	9	19	n	3.116	86	2M	2	M	4L	4	L	0	1.1365501280085	-5.95971149091243	1.21481333797062	1	0	18.4	4.2	13
CA001-9-21.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	12	25	CA001-9-21	array	control	9	21	n	4.175	NA	2M	2	M	4L	4	L	0	1.42911435830282	-5.95971149091243	1.21481333797062	1	0	22.5	4.7	11
CA001-9-26.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	16	29	CA001-9-26	ass map	control	9	26	n	3.989	80	2M	2	M	4L	4	L	0	1.38354057292327	-5.95971149091243	1.21481333797062	1	0	17.4	3.9	11
CA001-9-4.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	15	32	CA001-9-4	ass map	control	9	4	n	3.125	86	2M	2	M	4L	4	L	0	1.13943428318836	-5.95971149091243	1.21481333797062	1	0	14.5	4.5	7
CA001-9-20.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	21	29	CA001-9-20	ass map	control	9	20	n	4.712	86	2M	2	M	4L	4	L	0	1.55011244634929	-5.95971149091243	1.21481333797062	1	0	19.6	4.1	17
CA001-9-7.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	21	7	CA001-9-7	ass map	control	9	7	n	2.891	86	2M	2	M	4L	4	L	0	1.06160246303421	-5.95971149091243	1.21481333797062	1	0	17.5	3.8	10
CA001-9-22.1	inv	CA001	24	49.0149388888889	-122.882097222222	-4.12687066129672	CA001-9	15	38	CA001-9-22	ass map	control	9	22	y	3.13	86	2M	2	M	4L	4	L	1	1.14103300455206	-5.95971149091243	1.21481333797062	1	0	19.6	4.2	12
US001-1-1.1	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-1	16	23	US001-1-1	ass map	control	1	1	n	4.602	80	22N	22	N	23D	23	D	0	1.52649099161317	-0.791461205001256	2.15936142059877	1	0	14.8	4	18
US001-10-3.1	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-10	6	40	US001-10-3	mat fx	control	10	3	n	3.088	84	20L	20	L	5L	5	L	0	1.12752363216253	-0.791461205001256	2.15936142059877	1	0	21.3	3.9	15
US001-10-7.1	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-10	18	23	US001-10-7	ass map	control	10	7	n	2.51	85	20L	20	L	5L	5	L	0	0.920282753143692	-0.791461205001256	2.15936142059877	1	0	20.3	3.1	9
US001-10-5.1	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-10	7	7	US001-10-5	mat fx	control	10	5	n	3.484	86	20L	20	L	5L	5	L	0	1.24818105899026	-0.791461205001256	2.15936142059877	1	0	16	3.5	12
US001-10-4.1	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-10	6	45	US001-10-4	mat fx	control	10	4	n	3.882	84	20L	20	L	5L	5	L	0	1.35635048474682	-0.791461205001256	2.15936142059877	1	0	15.5	3.8	14
US001-10-1.1	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-10	22	29	US001-10-1	ass map	control	10	1	n	3.2	86	20L	20	L	5L	5	L	0	1.16315080980568	-0.791461205001256	2.15936142059877	1	0	20.9	3.1	14
US001-2-1.1	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-2	19	25	US001-2-1	ass map	control	2	1	n	4.285	86	22N	22	N	23N	23	N	0	1.45512055204974	-0.791461205001256	2.15936142059877	1	0	19.3	6	16
US001-2-4.1	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-2	20	29	US001-2-4	ass map	control	2	4	n	3.713	86	22N	22	N	23N	23	N	0	1.31184017519494	-0.791461205001256	2.15936142059877	1	0	24.3	6.5	13
US001-3-1.1	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-3	15	1	US001-3-1	ass map	control	3	1	y	3.241	86	22M	22	M	22N	22	N	1	1.17588192415941	-0.791461205001256	2.15936142059877	1	0	22.2	4.5	14
US001-4-5.1	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-4	9	7	US001-4-5	mat fx	drought	4	5	NA	NA	NA	22M	22	M	23N	23	N	NA	NA	-0.791461205001256	2.15936142059877	1	0	19.3	4.1	19
US001-4-7.1	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-4	16	27	US001-4-7	ass map	control	4	7	n	4.175	80	22M	22	M	23N	23	N	0	1.42911435830282	-0.791461205001256	2.15936142059877	1	0	18.4	3.6	25
US001-4-10.1	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-4	21	3	US001-4-10	ass map	control	4	10	n	4.321	86	22M	22	M	23N	23	N	0	1.4634868569498	-0.791461205001256	2.15936142059877	1	0	19.4	4.2	20
US001-4-4.1	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-4	19	9	US001-4-4	ass map	control	4	4	n	4.17	86	22M	22	M	23N	23	N	0	1.42791603581071	-0.791461205001256	2.15936142059877	1	0	15.5	4.3	15
US001-4-1.1	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-4	23	31	US001-4-1	ass map	control	4	1	n	3.336	85	22M	22	M	23N	23	N	0	1.2047724844965	-0.791461205001256	2.15936142059877	1	0	19.7	3.9	16
US001-5-1.1	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-5	21	36	US001-5-1	ass map	control	5	1	n	3.351	86	22M	22	M	20M	20	M	0	1.20925880875517	-0.791461205001256	2.15936142059877	1	0	23	3.8	15
US001-6-4.1	inv	US001	342	45.6152333333333	-120.787533333333	4.06901129662236	US001-6	14	50	US001-6-4	ass map	control	6	4	n	3.541	84	23N	23	N	22N	22	N	0	1.26440917312977	-0.791461205001256	2.15936142059877	1	0	18.6	3.8	17
