Pop	Row	Column	Trt	Mom	Origin	tagged	LfCount1	MaxLfLgth1	MaxLfWdth1	m1.date	color	LfLgth1.log	LfWdth1.log	LfCount1.sq	Rose.diam2	LfCount2	MaxLfLgth2	MaxLfWdth2	RoseD2.log	LfLgth2.log	LfWdth2.log	LfCount2.sq	Bolt.date	Harvest.date	BoltedatH	MaxBoltHtH	Max.Rose.diamH	Min.Rose.diamH	Rose.AreaH.m2	LfLgth	Lf.Width	CrownDiam.mm	Shoot.mass.gH	LfCountH	MaxRoseDh.log	MinRoseDh.log	RoseAh.log	LfLgthH.log	LfWdthH.log	Crown.log	Mass.log	bolt.bin	alt	bio11	bio4	bio6	bio9	Latitude	Longitude	PC1	PC2	PC3	PC4
US001-3	US001	8	H	control	30	inv	US001-3	10	12.2	3.7	13	red	2.50143595173921	1.30833281965018	3.16227766016838	48.2	28	24.2	6.5	3.87535902105655	3.18635263316264	1.87180217690159	5.29150262212918	NA	117	No	NA	77	71	0.429364513	39	7	39.5	218	NA	4.34380542185368	4.26267987704132	-0.845449040175698	3.66356164612965	1.94591014905531	3.67630067190708	5.38449506278909	0	342	14	7155	-38	193	45.6152333333333	-120.787533333333	-2.41980705288545	3.79663386630671	1.8409156556806	-1.08980480073329
US017-8	US001	4	J	control	30	inv	US017-8	1	6.5	1.2	13	red	1.87180217690159	0.182321556793955	1	21.5	19	11.8	2.9	3.06805293513362	2.46809953147162	1.06471073699243	4.35889894354067	NA	117	No	NA	51	47	0.188254388	28	5	21.9	56	NA	3.93182563272433	3.85014760171006	-1.66996110314484	3.3322045101752	1.6094379124341	3.08648663682246	4.02535169073515	0	342	14	7155	-38	193	45.6152333333333	-120.787533333333	-2.41980705288545	3.79663386630671	1.8409156556806	-1.08980480073329
RU008-3	US001	14	O	control	4	inv	RU008-3	5	2.9	0.9	14	red	1.06471073699243	-0.105360515657826	2.23606797749979	14.3	26	8.8	1.9	2.66025953726586	2.17475172148416	0.641853886172395	5.09901951359278	NA	117	No	NA	37	30	0.087176625	21	3.5	21.2	22	NA	3.61091791264422	3.40119738166216	-2.43981904592883	3.04452243772342	1.25276296849537	3.05400118167797	3.09104245335832	0	342	14	7155	-38	193	45.6152333333333	-120.787533333333	-2.41980705288545	3.79663386630671	1.8409156556806	-1.08980480073329
US017-1	US001	12	I	drought	30	inv	US017-1	9	8.1	2	12	red	2.09186406167839	0.693147180559945	3	41.5	39	20.8	5.4	3.72569342723665	3.03495298670727	1.68639895357023	6.2449979983984	NA	117	No	NA	93	84	0.61353495	44	5	50	198	NA	4.53259949315326	4.43081679884331	-0.488518048238639	3.78418963391826	1.6094379124341	3.91202300542815	5.28826703069454	0	342	14	7155	-38	193	45.6152333333333	-120.787533333333	-2.41980705288545	3.79663386630671	1.8409156556806	-1.08980480073329
US017-7	US001	6	J	control	9	inv	US017-7	9	9	2.2	13	red	2.19722457733622	0.78845736036427	3	42	32	21.3	4.5	3.73766961828337	3.05870707271538	1.50407739677627	5.65685424949238	NA	117	No	NA	75	69	0.406431563	35	6	40.2	142	NA	4.31748811353631	4.23410650459726	-0.900339720871419	3.55534806148941	1.79175946922805	3.69386699562498	4.95582705760126	0	342	14	7155	-38	193	45.6152333333333	-120.787533333333	-2.41980705288545	3.79663386630671	1.8409156556806	-1.08980480073329
US017-5	US001	13	J	control	29	inv	US017-5	8	9.1	2.2	14	red	2.2082744135228	0.78845736036427	2.82842712474619	39.2	17	21.7	6.5	3.66867674679642	3.07731226054641	1.87180217690159	4.12310562561766	NA	117	No	NA	61	56	0.2682841	33	7	40.6	102	NA	4.11087386417331	4.02535169073515	-1.31570878532675	3.49650756146648	1.94591014905531	3.70376806660769	4.62497281328427	0	342	14	7155	-38	193	45.6152333333333	-120.787533333333	-2.41980705288545	3.79663386630671	1.8409156556806	-1.08980480073329
US001-5	US001	8	B	control	4	inv	US001-5	16	4.6	1.1	13	red	1.52605630349505	0.0953101798043249	4	29.4	49	15.9	4.9	3.38099467434464	2.76631910922619	1.58923520511658	7	42	42	Yes	5.5	50	42	0.16492875	27	5.5	9.23	14	56	3.91202300542815	3.73766961828337	-1.80224171652369	3.29583686600433	1.70474809223843	2.22245904851476	2.63905732961526	1	342	14	7155	-38	193	45.6152333333333	-120.787533333333	-2.41980705288545	3.79663386630671	1.8409156556806	-1.08980480073329
US012-8	US002	18	Q	control	10	inv	US012-8	12	8.8	2.1	14	red	2.17475172148416	0.741937344729377	3.46410161513775	42.8	25	24.8	5.2	3.75653810258775	3.21084365317094	1.64865862558738	5	NA	117	No	NA	82	82	0.52808615	36	7.5	36.5	124	NA	4.40671924726425	4.40671924726425	-0.638495845706702	3.58351893845611	2.01490302054226	3.59731226058845	4.82028156560504	0	208	19	7612	-30	209	46.1822666666667	-118.82615	-1.84764303244919	4.25916622328354	0.500223189920978	-1.82388537846705
US002-7	US002	2	N	control	9	inv	US002-7	2	1.2	0.2	13	red	0.182321556793955	-1.6094379124341	1.4142135623731	8.5	5	5.1	1.2	2.14006616349627	1.62924053973028	0.182321556793955	2.23606797749979	NA	117	No	NA	54	49	0.207810225	31	5	14.7	16	NA	3.98898404656427	3.89182029811063	-1.57112999556031	3.43398720448515	1.6094379124341	2.68784749378469	2.77258872223978	0	208	19	7612	-30	209	46.1822666666667	-118.82615	-1.84764303244919	4.25916622328354	0.500223189920978	-1.82388537846705
US013-7	US002	4	T	control	9	inv	US013-7	7	5.7	1.4	13	red	1.7404661748405	0.336472236621213	2.64575131106459	31.8	18	16.3	5.2	3.45946628978613	2.79116510781272	1.64865862558738	4.24264068711928	NA	117	No	NA	67	64	0.3367688	39	8	34.7	166	NA	4.20469261939097	4.15888308335967	-1.08835863748457	3.66356164612965	2.07944154167984	3.54673968695281	5.11198778835654	0	208	19	7612	-30	209	46.1822666666667	-118.82615	-1.84764303244919	4.25916622328354	0.500223189920978	-1.82388537846705
US002-6	US002	10	O	control	10	inv	US002-6	8	9.5	1.9	13	red	2.2512917986065	0.641853886172395	2.82842712474619	38.2	17	19.4	4.1	3.64283551561253	2.96527306606928	1.41098697371026	4.12310562561766	50	50	Yes	12.5	58	51	0.232313925	32	6	19.11	14	42	4.06044301054642	3.93182563272433	-1.45966569696446	3.46573590279973	1.79175946922805	2.95021175825218	2.63905732961526	1	208	19	7612	-30	209	46.1822666666667	-118.82615	-1.84764303244919	4.25916622328354	0.500223189920978	-1.82388537846705
US002-1	US002	19	N	drought	15	inv	US002-1	9	5.4	1.5	12	red	1.68639895357023	0.405465108108164	3	36.2	18	20.3	4.9	3.58905911883173	3.01062088604774	1.58923520511658	4.24264068711928	NA	117	No	NA	51	42	0.168227325	29	4.5	23.6	44	NA	3.93182563272433	3.73766961828337	-1.78243908922751	3.36729582998647	1.50407739677627	3.16124671203156	3.78418963391826	0	208	19	7612	-30	209	46.1822666666667	-118.82615	-1.84764303244919	4.25916622328354	0.500223189920978	-1.82388537846705
US013-8	US002	13	F	control	9	inv	US013-8	1	1	0.3	14	red	0	-1.20397280432594	1	7.7	5	4.5	0.9	2.04122032885964	1.50407739677627	-0.105360515657826	2.23606797749979	NA	117	No	NA	77	68	0.41122235	37	8	28.6	74	NA	4.34380542185368	4.21950770517611	-0.888621213205418	3.61091791264422	2.07944154167984	3.35340671782581	4.30406509320417	0	208	19	7612	-30	209	46.1822666666667	-118.82615	-1.84764303244919	4.25916622328354	0.500223189920978	-1.82388537846705
US013-5	US002	9	K	control	9	inv	US013-5	9	7.5	1.3	13	red	2.01490302054226	0.262364264467491	3	27.2	17	14.6	4.6	3.30321697330195	2.68102152871429	1.52605630349505	4.12310562561766	NA	117	No	NA	54	43	0.182364075	28	8	21.1	74	NA	3.98898404656427	3.76120011569356	-1.70175017797737	3.3322045101752	2.07944154167984	3.04927304048202	4.30406509320417	0	208	19	7612	-30	209	46.1822666666667	-118.82615	-1.84764303244919	4.25916622328354	0.500223189920978	-1.82388537846705
US002-8	US002	3	O	control	3	inv	US002-8	7	8.1	1.6	13	red	2.09186406167839	0.470003629245736	2.64575131106459	45.2	14	22.7	4.2	3.81109708683819	3.12236492448736	1.43508452528932	3.74165738677394	NA	117	No	NA	82	69	0.444365175	39	7	27.9	94	NA	4.40671924726425	4.23410650459726	-0.811108588373696	3.66356164612965	1.94591014905531	3.32862668882732	4.54329478227	0	208	19	7612	-30	209	46.1822666666667	-118.82615	-1.84764303244919	4.25916622328354	0.500223189920978	-1.82388537846705
US013-3	US002	15	U	drought	5	inv	US013-3	5	3.3	1.6	12	red	1.19392246847243	0.470003629245736	2.23606797749979	21.1	12	11.1	3.2	3.04927304048202	2.40694510831829	1.16315080980568	3.46410161513775	NA	117	No	NA	64	60	0.301584	31	4.5	44.5	104	NA	4.15888308335967	4.0943445622221	-1.19870669465344	3.43398720448515	1.50407739677627	3.79548918917219	4.64439089914137	0	208	19	7612	-30	209	46.1822666666667	-118.82615	-1.84764303244919	4.25916622328354	0.500223189920978	-1.82388537846705
US002-3	US002	3	L	control	9	inv	US002-3	5	5.5	1.5	13	red	1.70474809223843	0.405465108108164	2.23606797749979	32.2	11	20.2	4.5	3.47196645255036	3.00568260440716	1.50407739677627	3.3166247903554	NA	117	No	NA	65	64	0.326716	36	7	28	92	NA	4.17438726989564	4.15888308335967	-1.1186639869799	3.58351893845611	1.94591014905531	3.3322045101752	4.52178857704904	0	208	19	7612	-30	209	46.1822666666667	-118.82615	-1.84764303244919	4.25916622328354	0.500223189920978	-1.82388537846705
US002-2	US002	8	M	control	10	inv	US002-2	9	6.4	2.2	13	red	1.85629799036563	0.78845736036427	3	41	18	21.1	4.9	3.71357206670431	3.04927304048202	1.58923520511658	4.24264068711928	57	60	Yes	35	59	54	0.250220475	28	6	13.74	32	76	4.07753744390572	3.98898404656427	-1.38541284976521	3.3322045101752	1.79175946922805	2.6203112867942	3.46573590279973	1	208	19	7612	-30	209	46.1822666666667	-118.82615	-1.84764303244919	4.25916622328354	0.500223189920978	-1.82388537846705
US013-4	US002	15	L	drought	9	inv	US013-4	9	7.4	1.8	12	red	2.00148000021012	0.587786664902119	3	38.4	22	19.2	5.2	3.64805745959368	2.95491027903374	1.64865862558738	4.69041575982343	53	53	Yes	20	55	53	0.228936813	29	5	10.91	27	118	4.00733318523247	3.97029191355212	-1.47430923926661	3.36729582998647	1.6094379124341	2.38967979984498	3.29583686600433	1	208	19	7612	-30	209	46.1822666666667	-118.82615	-1.84764303244919	4.25916622328354	0.500223189920978	-1.82388537846705
CORY2-9	US003	19	B	drought	7	inv	CORY2-9	20	6.9	1.4	12	red	1.93152141160321	0.336472236621213	4.47213595499958	33.7	86	17.4	4.1	3.51749783735832	2.85647020622048	1.41098697371026	9.2736184954957	NA	117	No	NA	68	52	0.2777086	32	4	28	70	NA	4.21950770517611	3.95124371858143	-1.28118291647767	3.46573590279973	1.38629436111989	3.3322045101752	4.24849524204936	0	682	-3	7241	-51	179	46.60415	-116.64175	-1.52491118421007	0.0582650586426893	2.37134580128074	-1.02608598440924
US003-4	US003	16	R	drought	25	inv	US003-4	9	5.7	1.5	12	red	1.7404661748405	0.405465108108164	3	33.2	27	18	4.9	3.50254987592244	2.89037175789616	1.58923520511658	5.19615242270663	53	53	Yes	37.5	49	47	0.180871863	23.5	9	12.01	26	79	3.89182029811063	3.85014760171006	-1.70996643765014	3.15700042115011	2.19722457733622	2.48573963609189	3.25809653802148	1	682	-3	7241	-51	179	46.60415	-116.64175	-1.52491118421007	0.0582650586426893	2.37134580128074	-1.02608598440924
US003-5	US003	17	J	control	20	inv	US003-5	24	6.4	1.8	14	red	1.85629799036563	0.587786664902119	4.89897948556636	34.4	90	19.2	4.3	3.53805656437935	2.95491027903374	1.45861502269952	9.48683298050514	42	42	Yes	10	51	44	0.17623815	24.5	5	9.84	20	76	3.93182563272433	3.78418963391826	-1.73591907359262	3.19867311755068	1.6094379124341	2.28645571106416	2.99573227355399	1	682	-3	7241	-51	179	46.60415	-116.64175	-1.52491118421007	0.0582650586426893	2.37134580128074	-1.02608598440924
US012-1	US003	10	F	control	20	inv	US012-1	5	5.1	1.2	13	red	1.62924053973028	0.182321556793955	2.23606797749979	27.2	24	14.2	5.6	3.30321697330195	2.65324196460721	1.7227665977411	4.89897948556636	NA	117	No	NA	70	66	0.36284325	34	9	26.5	124	NA	4.24849524204936	4.18965474202643	-1.01378435615942	3.52636052461616	2.19722457733622	3.27714473299218	4.82028156560504	0	682	-3	7241	-51	179	46.60415	-116.64175	-1.52491118421007	0.0582650586426893	2.37134580128074	-1.02608598440924
CORY2-8	US003	3	T	control	25	inv	CORY2-8	11	5.7	1.2	13	red	1.7404661748405	0.182321556793955	3.3166247903554	31.2	49	16.9	4	3.44041809481544	2.82731362192903	1.38629436111989	7	50	50	Yes	7.5	55	48	0.207339	27.5	7.5	23.27	24	121	4.00733318523247	3.87120101090789	-1.57340014409485	3.31418600467253	2.01490302054226	3.1471649773142	3.17805383034795	1	682	-3	7241	-51	179	46.60415	-116.64175	-1.52491118421007	0.0582650586426893	2.37134580128074	-1.02608598440924
US003-6	US003	8	D	control	7	inv	US003-6	14	7.4	2.2	13	red	2.00148000021012	0.78845736036427	3.74165738677394	33.1	51	17.7	5.4	3.49953328238302	2.87356463957978	1.68639895357023	7.14142842854285	39	42	Yes	26	42	41.5	0.136890863	24	5	10.84	17	48	3.73766961828337	3.72569342723665	-1.98857129106264	3.17805383034795	1.6094379124341	2.3832429960115	2.83321334405622	1	682	-3	7241	-51	179	46.60415	-116.64175	-1.52491118421007	0.0582650586426893	2.37134580128074	-1.02608598440924
CORY2-6	US003	18	M	control	20	inv	CORY2-6	1	6	1.7	14	red	1.79175946922805	0.53062825106217	1	19.6	27	29.2	2.4	2.97552956623647	3.37416870927424	0.8754687373539	5.19615242270663	NA	117	No	NA	82	72	0.4636854	43.5	11	43.2	110	NA	4.40671924726425	4.27666611901606	-0.7685489739549	3.77276093809464	2.39789527279837	3.76584049525006	4.70048036579242	0	682	-3	7241	-51	179	46.60415	-116.64175	-1.52491118421007	0.0582650586426893	2.37134580128074	-1.02608598440924
US003-1	US003	12	S	drought	27	inv	US003-1	8	6.2	1.6	12	red	1.82454929205105	0.470003629245736	2.82842712474619	28.2	27	16	5.4	3.33932197794407	2.77258872223978	1.68639895357023	5.19615242270663	42	46	Yes	17	44	43	0.14859295	22	8	10.1	10.4	66	3.78418963391826	3.76120011569356	-1.90654459062339	3.09104245335832	2.07944154167984	2.31253542384721	2.34180580614733	1	682	-3	7241	-51	179	46.60415	-116.64175	-1.52491118421007	0.0582650586426893	2.37134580128074	-1.02608598440924
US003-8	US003	8	R	control	20	inv	US003-8	7	6.1	1.2	13	red	1.80828877117927	0.182321556793955	2.64575131106459	35.3	22	19.9	5.6	3.56388296393925	2.99071973173045	1.7227665977411	4.69041575982343	NA	117	No	NA	65	63	0.321611063	33	8	27	96	NA	4.17438726989564	4.14313472639153	-1.13441234239337	3.49650756146648	2.07944154167984	3.29583686600433	4.56434819146784	0	682	-3	7241	-51	179	46.60415	-116.64175	-1.52491118421007	0.0582650586426893	2.37134580128074	-1.02608598440924
US012-5	US003	5	B	drought	27	inv	US012-5	6	6	1.5	12	red	1.79175946922805	0.405465108108164	2.44948974278318	10.6	11	5.8	1.9	2.36085400111802	1.75785791755237	0.641853886172395	3.3166247903554	NA	117	No	NA	36	36	0.1017846	18	5	17.5	34	NA	3.58351893845611	3.58351893845611	-2.28489646332299	2.89037175789616	1.6094379124341	2.86220088092947	3.52636052461616	0	682	-3	7241	-51	179	46.60415	-116.64175	-1.52491118421007	0.0582650586426893	2.37134580128074	-1.02608598440924
